total,less_10000_total,less_10000_dialup,less_10000_broadband,less_10000_none,_10000_19900_total,_10000_19900_dialup,_10000_19900_broadband,_10000_19900_none,_20000_34999_total,_20000_34999_dialup,_20000_34999_broadband,_20000_34999_none,_35000_49999_total,_35000_49999_dialup,_35000_49999_broadband,_35000_49999_none,_50000_74900_total,_50000_74900_dialup,_50000_74900_broadband,_50000_74900_none,greater_75000_total,greater_75000_dialup,greater_75000_broadband,greater_75000_none,id,geographic_area_name
52114,1863,0,1163,700,3862,0,2082,1780,6360,0,5053,1307,6216,0,4832,1384,10373,60,9154,1159,23440,0,21902,1538,13077,"Coweta County, Georgia"
287001,15521,73,11011,4437,21315,60,14340,6915,38874,58,29399,9417,36881,0,31256,5625,49467,94,45156,4217,124943,46,120328,4569,13089,"DeKalb County, Georgia"
33717,5139,0,3190,1949,4147,0,2888,1259,5314,0,4067,1247,6749,0,5033,1716,5994,0,4877,1117,6374,0,5717,657,13095,"Dougherty County, Georgia"
49534,2389,0,1664,725,4290,0,3131,1159,8344,0,6397,1947,5625,0,5022,603,9141,209,7903,1029,19745,0,18485,1260,13097,"Douglas County, Georgia"
39366,703,0,347,356,1915,96,839,980,3042,0,2359,683,4135,0,3246,889,5782,46,5467,269,23789,0,23353,436,13113,"Fayette County, Georgia"
34672,3226,0,1732,1494,4395,0,1968,2427,9003,0,6253,2750,3420,0,2995,425,5990,0,5368,622,8638,0,8334,304,13115,"Floyd County, Georgia"
81353,2018,0,1724,294,2444,0,1882,562,5458,0,4536,922,6755,65,5995,695,10514,0,10053,461,54164,30,53594,540,13117,"Forsyth County, Georgia"
417157,28264,47,20528,7689,28463,62,18652,9749,45633,172,36011,9450,44199,120,38832,5247,73774,66,68642,5066,196824,0,189450,7374,13121,"Fulton County, Georgia"
34634,2207,0,1415,792,2604,0,1789,815,6772,0,4313,2459,4289,0,3404,885,5795,47,5214,534,12967,0,12512,455,13127,"Glynn County, Georgia"
297658,13208,0,8837,4371,15105,0,11043,4062,34136,0,27146,6990,37891,0,33215,4676,53545,0,49253,4292,143773,64,138119,5590,13135,"Gwinnett County, Georgia"
64990,2884,0,1750,1134,4862,0,3055,1807,9214,0,7443,1771,9462,76,8082,1304,11767,0,10618,1149,26801,46,26262,493,13139,"Hall County, Georgia"
75926,1284,70,729,485,4446,0,2659,1787,8743,0,6494,2249,9119,0,8004,1115,14898,50,12499,2349,37436,0,34404,3032,13151,"Henry County, Georgia"
58155,2747,0,2023,724,4072,0,2031,2041,9427,0,8208,1219,9566,0,8070,1496,9199,0,8663,536,23144,45,22001,1098,13153,"Houston County, Georgia"
23640,308,0,203,105,1129,0,522,607,3348,0,2687,661,2083,0,1996,87,5484,0,5107,377,11288,0,10698,590,13157,"Jackson County, Georgia"
41734,8672,0,2191,6481,4972,57,2105,2810,7247,0,3249,3998,3683,0,2591,1092,6978,0,4821,2157,10182,36,8575,1571,13185,"Lowndes County, Georgia"
72862,8581,0,4913,3668,7734,61,4931,2742,12173,0,9360,2813,9169,0,7463,1706,14599,43,13393,1163,20606,45,19623,938,13215,"Muscogee County, Georgia"
38436,3652,0,3217,435,1871,0,1389,482,5527,0,4940,587,5206,0,4741,465,8194,100,7789,305,13986,0,13617,369,13217,"Newton County, Georgia"
53630,1651,0,1152,499,2864,0,2278,586,5729,0,3857,1872,6760,0,5687,1073,11177,0,10668,509,25449,79,24672,698,13223,"Paulding County, Georgia"
70534,8290,0,5024,3266,9727,60,6345,3322,13867,0,10650,3217,9517,31,6939,2547,12767,201,10432,2134,16366,0,15238,1128,13245,"Richmond County, Georgia"
31460,1276,0,1134,142,1994,101,1277,616,5282,72,3909,1301,3689,219,2751,719,6248,0,5511,737,12971,0,12304,667,13247,"Rockdale County, Georgia"
25659,2004,0,420,1584,2237,0,964,1273,5508,0,3396,2112,5229,0,3976,1253,4569,0,3113,1456,6112,0,5386,726,13255,"Spalding County, Georgia"
25417,2164,0,1549,615,4602,0,3874,728,3666,61,2168,1437,3447,0,2223,1224,4032,0,3408,624,7506,0,6336,1170,13285,"Troup County, Georgia"
26895,2715,0,1596,1119,3111,0,1705,1406,5746,0,4352,1394,3601,0,2997,604,5256,23,4708,525,6466,0,6029,437,13295,"Walker County, Georgia"
32624,1417,0,1042,375,2949,46,2502,401,4497,0,2715,1782,3394,0,3015,379,6347,24,5944,379,14020,0,13789,231,13297,"Walton County, Georgia"
36658,1741,0,564,1177,4398,0,2499,1899,7795,0,5757,2038,6170,0,5200,970,6555,0,6219,336,9999,0,9904,95,13313,"Whitfield County, Georgia"
71565,7079,0,4146,2933,5696,0,3583,2113,9742,86,6893,2763,9063,0,6020,3043,10014,32,7038,2944,29971,7,26334,3630,15001,"Hawaii County, Hawaii"
308208,14297,0,9613,4684,14408,0,7549,6859,28138,101,19938,8099,30247,90,26017,4140,49803,108,44764,4931,171315,84,164222,7009,15003,"Honolulu County, Hawaii"
22685,989,0,725,264,1565,0,922,643,2628,24,1636,968,2357,0,2047,310,2973,0,2793,180,12173,56,11866,251,15007,"Kauai County, Hawaii"
52794,1726,0,942,784,2344,0,1921,423,5936,70,3730,2136,6145,92,4599,1454,7892,0,6679,1213,28751,86,26338,2327,15009,"Maui County, Hawaii"
178712,10980,42,8258,2680,10673,46,7074,3553,23458,63,18410,4985,21941,48,20096,1797,34374,332,31373,2669,77286,109,75118,2059,16001,"Ada County, Idaho"
30635,2014,0,1000,1014,2792,0,2264,528,5032,49,4195,788,5268,0,4452,816,5514,65,4955,494,10015,0,9852,163,16005,"Bannock County, Idaho"
40224,1927,0,1699,228,2850,0,1667,1183,5570,0,4614,956,6937,0,6315,622,7828,112,7382,334,15112,0,14694,418,16019,"Bonneville County, Idaho"
74520,3062,18,2436,608,6216,56,3408,2752,12758,0,10898,1860,12210,6,10675,1529,18725,63,17701,961,21549,0,20730,819,16027,"Canyon County, Idaho"
64955,3896,0,2690,1206,5696,0,3576,2120,8723,0,6692,2031,11112,52,9321,1739,13034,81,10855,2098,22494,26,21746,722,16055,"Kootenai County, Idaho"
32041,2292,0,978,1314,3124,137,2254,733,4789,0,3352,1437,5250,0,4690,560,7271,0,6872,399,9315,0,8892,423,16083,"Twin Falls County, Idaho"
26397,1914,0,680,1234,2423,0,1247,1176,3673,0,2858,815,3338,0,2899,439,5718,18,5126,574,9331,0,8921,410,17001,"Adams County, Illinois"
84290,10586,0,8123,2463,8005,25,5446,2534,11713,99,8607,3007,9180,77,7588,1515,15461,24,13490,1947,29345,93,27670,1582,17019,"Champaign County, Illinois"
1981796,144662,395,91050,53217,158268,700,96190,61378,269745,890,198667,70188,227217,753,184891,41573,325625,800,287743,37082,856279,913,810154,45212,17031,"Cook County, Illinois"
38849,1695,0,1584,111,4281,0,3261,1020,5360,0,4447,913,4658,112,3960,586,7391,12,6824,555,15464,0,14944,520,17037,"DeKalb County, Illinois"
345714,13837,221,10305,3311,14278,69,9615,4594,27438,43,21677,5718,31631,49,27828,3754,50273,181,46706,3386,208257,86,201658,6513,17043,"DuPage County, Illinois"
183633,7029,105,4418,2506,8953,291,6043,2619,19298,0,14230,5068,21206,15,17247,3944,30635,35,27756,2844,96512,77,93409,3026,17089,"Kane County, Illinois"
40642,3304,0,1795,1509,3919,0,1890,2029,7437,74,4787,2576,5197,0,4264,933,6176,0,5829,347,14609,55,13610,944,17091,"Kankakee County, Illinois"
40716,788,0,325,463,1848,0,796,1052,2256,11,1600,645,3285,0,2866,419,6665,0,6470,195,25874,12,25290,572,17093,"Kendall County, Illinois"
246620,9663,55,7446,2162,14641,144,10244,4253,25533,50,20178,5305,20283,194,17839,2250,37519,242,33815,3462,138981,87,134973,3921,17097,"Lake County, Illinois"
44714,2125,0,1780,345,4721,0,3076,1645,8034,7,6131,1896,6556,85,5152,1319,8417,0,7507,910,14861,63,14163,635,17099,"LaSalle County, Illinois"
114544,3551,0,2656,895,4448,132,2836,1480,10013,82,8174,1757,10357,0,9479,878,22901,17,21425,1459,63274,101,62388,785,17111,"McHenry County, Illinois"
65998,6968,0,3256,3712,4288,0,2608,1680,8873,123,6772,1978,5044,36,4430,578,11752,10,10592,1150,29073,0,28281,792,17113,"McLean County, Illinois"
44562,2978,0,1956,1022,4724,0,3338,1386,7478,12,4718,2748,7071,14,6036,1021,7989,0,6910,1079,14322,0,13643,679,17115,"Macon County, Illinois"
108977,7458,0,4862,2596,9370,17,6642,2711,15002,92,11502,3408,13720,81,11311,2328,21513,0,19926,1587,41914,93,40383,1438,17119,"Madison County, Illinois"
71506,6616,0,3412,3204,7005,12,4327,2666,9723,29,7732,1962,8490,77,7453,960,14505,45,13100,1360,25167,27,23124,2016,17143,"Peoria County, Illinois"
61009,3482,0,1825,1657,6146,56,3337,2753,10283,73,8455,1755,8913,0,7726,1187,11219,0,9891,1328,20966,49,19832,1085,17161,"Rock Island County, Illinois"
104803,8874,0,3499,5375,8797,0,5299,3498,16050,162,10297,5591,11924,43,9641,2240,20422,205,16653,3564,38736,166,35123,3447,17163,"St. Clair County, Illinois"
83006,6142,0,3316,2826,7089,0,4451,2638,11120,157,7276,3687,9607,53,7238,2316,13500,0,11256,2244,35548,95,33022,2431,17167,"Sangamon County, Illinois"
54123,2631,15,1350,1266,4073,55,2666,1352,6748,0,4803,1945,8392,0,7223,1169,12023,63,10580,1380,20256,0,19039,1217,17179,"Tazewell County, Illinois"
30166,3025,0,2081,944,3281,40,1642,1599,5559,42,3302,2215,5107,0,4499,608,4917,0,3888,1029,8277,14,7569,694,17183,"Vermilion County, Illinois"
231647,7547,223,4688,2636,9325,0,6645,2680,22283,77,17028,5178,21945,0,18556,3389,38133,75,34151,3907,132414,69,127991,4354,17197,"Will County, Illinois"
27815,1769,0,1100,669,4382,52,1966,2364,5694,0,4355,1339,4098,0,3412,686,4399,0,3586,813,7473,33,6777,663,17199,"Williamson County, Illinois"
114337,7171,0,5097,2074,11918,0,8547,3371,20316,36,16463,3817,13795,0,11828,1967,22386,0,20488,1898,38751,31,36919,1801,17201,"Winnebago County, Illinois"
147638,8042,54,4945,3043,13378,39,8429,4910,23030,55,17883,5092,23115,38,20355,2722,28663,0,26190,2473,51410,84,48577,2749,18003,"Allen County, Indiana"
31891,1419,0,605,814,2291,0,909,1382,4853,0,3057,1796,3893,56,3391,446,6961,0,6340,621,12474,0,12361,113,18005,"Bartholomew County, Indiana"
45905,2009,0,815,1194,3559,0,1605,1954,7049,0,4917,2132,7481,0,5598,1883,9100,36,7236,1828,16707,0,15243,1464,18019,"Clark County, Indiana"
45311,4444,0,2822,1622,5779,0,3605,2174,9483,119,6755,2609,5984,0,4427,1557,7961,0,7240,721,11660,0,11102,558,18035,"Delaware County, Indiana"
73660,4147,0,3679,468,4815,0,3164,1651,10539,108,7790,2641,10755,0,8821,1934,16810,56,14839,1915,26594,0,24127,2467,18039,"Elkhart County, Indiana"
30300,811,0,562,249,2961,0,1654,1307,2984,0,1873,1111,4171,65,3587,519,6052,0,4911,1141,13321,0,12228,1093,18043,"Floyd County, Indiana"
26923,1799,0,906,893,3428,0,2123,1305,4813,59,3052,1702,4890,0,3981,909,5390,0,4421,969,6603,0,5995,608,18053,"Grant County, Indiana"
122876,2489,0,2102,387,4592,51,3294,1247,9282,0,7406,1876,10062,0,9434,628,18678,0,17059,1619,77773,58,76489,1226,18057,"Hamilton County, Indiana"
29605,847,0,511,336,1835,0,812,1023,3914,0,2704,1210,2719,0,2120,599,6544,114,5631,799,13746,0,12799,947,18059,"Hancock County, Indiana"
60368,1226,0,906,320,2329,0,1773,556,4731,95,3777,859,7167,0,6240,927,11721,0,10466,1255,33194,0,31716,1478,18063,"Hendricks County, Indiana"
35139,2090,0,1165,925,3549,0,2254,1295,5084,0,3501,1583,4642,0,3573,1069,7191,0,6272,919,12583,0,11142,1441,18067,"Howard County, Indiana"
57504,2301,0,1528,773,2410,36,1605,769,8147,0,6595,1552,6558,59,5841,658,12218,60,11423,735,25870,0,25261,609,18081,"Johnson County, Indiana"
30798,1272,0,873,399,2217,0,1279,938,4304,55,2945,1304,5107,0,3769,1338,7121,0,5968,1153,10777,94,10345,338,18085,"Kosciusko County, Indiana"
186769,12598,33,7310,5255,17624,75,10852,6697,29942,42,22001,7899,24826,0,21177,3649,32674,85,28661,3928,69105,99,65748,3258,18089,"Lake County, Indiana"
43122,2225,0,1617,608,5417,0,3232,2185,6778,0,4724,2054,6294,75,5008,1211,8447,35,7623,789,13961,0,13061,900,18091,"LaPorte County, Indiana"
50426,4311,0,2018,2293,4961,0,3390,1571,9057,41,6662,2354,7060,34,5624,1402,10832,43,9601,1188,14205,0,13663,542,18095,"Madison County, Indiana"
373634,30156,0,16514,13642,41629,23,26996,14610,61710,216,46052,15442,59619,0,47381,12238,69010,44,60397,8569,111510,172,105651,5687,18097,"Marion County, Indiana"
57102,5761,0,4824,937,6531,0,5061,1470,9616,0,8193,1423,7794,0,6937,857,9414,0,8170,1244,17986,0,17223,763,18105,"Monroe County, Indiana"
25968,1643,0,1017,626,1623,0,1415,208,2808,38,1442,1328,3095,0,2539,556,4906,70,4481,355,11893,13,11443,437,18109,"Morgan County, Indiana"
66144,3607,24,2712,871,4754,0,3043,1711,8189,44,5692,2453,8822,0,7001,1821,11278,75,10685,518,29494,0,28029,1465,18127,"Porter County, Indiana"
107730,7743,0,3678,4065,10046,0,6443,3603,17852,0,13293,4559,15044,14,12169,2861,19110,346,16185,2579,37935,115,35426,2394,18141,"St. Joseph County, Indiana"
70446,7074,0,5179,1895,5926,0,3666,2260,12620,0,10832,1788,9496,0,8094,1402,12793,56,11892,845,22537,0,21469,1068,18157,"Tippecanoe County, Indiana"
75058,6447,0,3707,2740,7592,38,4568,2986,13046,99,9924,3023,10089,0,8601,1488,13310,0,12003,1307,24574,0,23800,774,18163,"Vanderburgh County, Indiana"
43262,3667,0,2690,977,4620,0,3439,1181,7158,0,5919,1239,6828,30,5926,872,8282,0,7705,577,12707,0,12459,248,18167,"Vigo County, Indiana"
28338,1720,0,1064,656,3501,0,1880,1621,5409,44,4146,1219,5061,32,3644,1385,5960,31,4658,1271,6687,0,6408,279,18177,"Wayne County, Indiana"
53386,3327,0,2134,1193,6155,173,4118,1864,9618,0,7453,2165,6043,0,5383,660,10766,0,9326,1440,17477,0,16778,699,19013,"Black Hawk County, Iowa"
35492,923,0,301,622,1524,0,1084,440,3774,0,3000,774,3199,0,2756,443,5809,0,5431,378,20263,0,19646,617,19049,"Dallas County, Iowa"
38501,2601,0,1932,669,3405,65,2189,1151,5214,31,3811,1372,4896,64,3926,906,7642,0,6644,998,14743,0,13815,928,19061,"Dubuque County, Iowa"
60868,5694,0,4606,1088,5441,0,3483,1958,7502,0,6614,888,6748,0,6159,589,9216,43,8629,544,26267,0,25487,780,19103,"Johnson County, Iowa"
91747,4422,0,2620,1802,7032,64,4702,2266,11006,127,7845,3034,11761,150,10451,1160,18817,0,17283,1534,38709,0,37374,1335,19113,"Linn County, Iowa"
189546,7995,50,4459,3486,12093,43,7795,4255,23773,0,17037,6736,24010,191,20244,3575,35858,103,32983,2772,85817,41,82858,2918,19153,"Polk County, Iowa"
36635,2143,0,995,1148,3522,0,1922,1600,6397,0,4179,2218,4834,0,3750,1084,6840,12,6122,706,12899,0,12307,592,19155,"Pottawattamie County, Iowa"
66905,3727,0,2521,1206,5105,0,2890,2215,10124,39,7086,2999,9348,35,8433,880,11748,0,10512,1236,26853,14,26022,817,19163,"Scott County, Iowa"
37290,4656,0,3134,1522,2989,8,1573,1408,4206,0,2780,1426,5141,71,3054,2016,7473,24,6405,1044,12825,40,12074,711,19169,"Story County, Iowa"
39253,1768,5,1028,735,2852,0,1637,1215,7457,44,5513,1900,3927,45,3200,682,6974,59,5991,924,16275,16,15342,917,19193,"Woodbury County, Iowa"
24692,769,0,539,230,2099,0,1114,985,2871,46,2028,797,3234,0,2427,807,5369,0,5287,82,10350,0,9872,478,20015,"Butler County, Kansas"
48907,4159,58,3268,833,4340,0,3200,1140,7035,0,5507,1528,6196,29,5498,669,9210,0,8365,845,17967,123,17564,280,20045,"Douglas County, Kansas"
231184,7178,75,5500,1603,11228,42,8793,2393,20769,135,16625,4009,22237,126,19519,2592,37545,111,34991,2443,132227,41,129856,2330,20091,"Johnson County, Kansas"
26654,1164,0,925,239,2387,0,1439,948,3760,0,2757,1003,3256,0,2582,674,3465,0,3029,436,12622,0,12053,569,20103,"Leavenworth County, Kansas"
26617,2366,0,2194,172,3051,0,2689,362,5057,0,4341,716,3943,0,3241,702,3957,0,3396,561,8243,0,7840,403,20161,"Riley County, Kansas"
198024,12065,39,7718,4308,19926,0,11688,8238,30033,93,24020,5920,27052,115,23942,2995,37676,0,34300,3376,71272,298,67399,3575,20173,"Sedgwick County, Kansas"
72788,5410,0,1720,3690,7066,52,3246,3768,10235,106,6711,3418,12266,0,8263,4003,12103,126,9112,2865,25708,0,23075,2633,20177,"Shawnee County, Kansas"
60708,5624,30,3223,2371,5362,25,3550,1787,11481,0,7974,3507,9498,49,8117,1332,12383,31,11253,1099,16360,0,15292,1068,20209,"Wyandotte County, Kansas"
47684,771,0,460,311,1672,0,968,704,6149,75,4977,1097,4894,0,4618,276,9673,133,8634,906,24525,0,23702,823,21015,"Boone County, Kentucky"
29789,1908,40,1077,791,2131,0,1325,806,4246,0,3565,681,4038,0,2986,1052,5911,0,5160,751,11555,58,11418,79,21029,"Bullitt County, Kentucky"
36992,4246,378,2016,1852,2747,208,1645,894,4020,127,2461,1432,4155,327,3152,676,6541,0,6199,342,15283,0,14108,1175,21037,"Campbell County, Kentucky"
26114,1958,0,1028,930,3452,0,2366,1086,6341,74,5272,995,4172,0,3315,857,4460,47,3798,615,5731,0,5316,415,21047,"Christian County, Kentucky"
39590,2630,0,1844,786,3918,0,2815,1103,6920,0,5695,1225,5797,72,4908,817,7989,0,7221,768,12336,0,11822,514,21059,"Daviess County, Kentucky"
131067,7796,0,5972,1824,9762,0,7788,1974,21076,177,18011,2888,21284,0,19164,2120,22004,0,19832,2172,49145,0,47897,1248,21067,"Fayette County, Kentucky"
41625,2668,0,1211,1457,3507,12,1631,1864,8512,69,6469,1974,5553,0,3573,1980,7622,0,6823,799,13763,0,11905,1858,21093,"Hardin County, Kentucky"
311263,21494,113,13997,7384,30806,77,20918,9811,45606,48,35728,9830,41625,282,36205,5138,56992,0,52184,4808,114740,53,110057,4630,21111,"Jefferson County, Kentucky"
64611,2909,0,1661,1248,4428,0,3073,1355,8494,29,6811,1654,7769,58,6844,867,14065,93,12984,988,26946,0,26394,552,21117,"Kenton County, Kentucky"
27650,1288,0,1018,270,4303,0,2744,1559,4979,0,3830,1149,3924,0,3677,247,5206,0,4937,269,7950,0,7441,509,21145,"McCracken County, Kentucky"
33396,2557,0,1608,949,3326,193,2119,1014,5533,0,4549,984,4468,0,4307,161,5562,64,4944,554,11950,82,11341,527,21151,"Madison County, Kentucky"
21237,434,0,318,116,1123,0,972,151,1498,0,1032,466,2166,0,2066,100,2494,48,2266,180,13522,48,13192,282,21185,"Oldham County, Kentucky"
48843,2995,0,1854,1141,5529,0,4311,1218,7467,73,5924,1470,6312,82,5043,1187,8918,0,8455,463,17622,0,16782,840,21227,"Warren County, Kentucky"
45102,3694,0,2879,815,2771,92,2187,492,4740,48,2808,1884,4048,0,3613,435,6182,0,5725,457,23667,0,22816,851,22005,"Ascension Parish, Louisiana"
50099,2506,0,1347,1159,5791,0,2432,3359,8072,0,4238,3834,6133,0,3466,2667,9366,66,6701,2599,18231,0,12013,6218,22015,"Bossier Parish, Louisiana"
94778,8172,34,3440,4698,13561,38,6060,7463,20908,106,12871,7931,12385,0,9201,3184,15814,0,12040,3774,23938,61,19607,4270,22017,"Caddo Parish, Louisiana"
78351,4756,0,1747,3009,7957,0,4632,3325,15854,0,11041,4813,11305,0,9099,2206,12415,0,10940,1475,26064,61,23115,2888,22019,"Calcasieu Parish, Louisiana"
163274,14167,0,9466,4701,15406,95,10948,4363,26438,0,21812,4626,21027,0,18705,2322,24797,102,22489,2206,61439,53,58341,3045,22033,"East Baton Rouge Parish, Louisiana"
25386,2093,0,1548,545,3750,0,2233,1517,4759,0,3529,1230,3553,0,2752,801,4390,0,4065,325,6841,0,6517,324,22045,"Iberia Parish, Louisiana"
167596,12345,36,7751,4558,17097,0,9276,7821,27036,98,18276,8662,26032,58,20912,5062,26811,0,24425,2386,58275,70,55035,3170,22051,"Jefferson Parish, Louisiana"
94002,7215,79,4612,2524,8439,0,5489,2950,15732,0,13572,2160,10260,0,9275,985,17654,0,15986,1668,34702,0,33258,1444,22055,"Lafayette Parish, Louisiana"
35838,3059,0,1682,1377,4462,0,2229,2233,5617,0,4483,1134,4698,0,3682,1016,4941,0,4484,457,13061,0,11967,1094,22057,"Lafourche Parish, Louisiana"
49084,2483,0,1334,1149,3942,0,2859,1083,5774,9,3843,1922,5944,54,5240,650,9922,0,9092,830,21019,0,20578,441,22063,"Livingston Parish, Louisiana"
155104,23009,65,11348,11596,24077,0,15353,8724,24944,0,19690,5254,17554,0,14192,3362,22577,0,19355,3222,42943,35,40975,1933,22071,"Orleans Parish, Louisiana"
55599,7156,0,3443,3713,6288,27,3028,3233,10011,0,7914,2097,6748,60,5425,1263,8986,0,7286,1700,16410,311,14947,1152,22073,"Ouachita Parish, Louisiana"
48915,5081,0,3044,2037,5156,0,3219,1937,8338,0,6479,1859,6394,0,5851,543,7012,177,6253,582,16934,7,16183,744,22079,"Rapides Parish, Louisiana"
29965,6143,111,1715,4317,4550,0,2084,2466,4879,0,2864,2015,3839,0,2480,1359,4039,0,2965,1074,6515,50,5137,1328,22097,"St. Landry Parish, Louisiana"
93589,4817,0,3072,1745,8149,55,4373,3721,12865,46,10343,2476,11255,0,9707,1548,14798,0,13064,1734,41705,92,40487,1126,22103,"St. Tammany Parish, Louisiana"
47401,4624,0,2532,2092,4659,0,3005,1654,8265,0,5643,2622,7253,0,6496,757,7919,68,7191,660,14681,0,13839,842,22105,"Tangipahoa Parish, Louisiana"
37911,2474,0,1772,702,4202,0,2527,1675,6502,0,4882,1620,5128,79,4445,604,6719,0,5741,978,12886,0,12306,580,22109,"Terrebonne Parish, Louisiana"
44897,2911,32,1873,1006,5972,36,3421,2515,6148,0,4938,1210,7498,23,6392,1083,7721,62,6774,885,14647,0,14271,376,23001,"Androscoggin County, Maine"
29931,3087,121,1320,1646,4724,73,2297,2354,5336,127,3858,1351,4923,106,3083,1734,5237,59,4172,1006,6624,70,5878,676,23003,"Aroostook County, Maine"
123485,5625,0,3868,1757,9058,0,5418,3640,12956,49,10574,2333,13537,0,11483,2054,22312,190,21010,1112,59997,59,58177,1761,23005,"Cumberland County, Maine"
54299,3010,0,2024,986,6044,23,3147,2874,9147,199,6717,2231,8259,43,7066,1150,9963,0,8811,1152,17876,47,16807,1022,23011,"Kennebec County, Maine"
61765,4974,20,3170,1784,8572,175,6544,1853,9806,142,7310,2354,8797,53,7036,1708,10167,94,9057,1016,19449,22,18579,848,23019,"Penobscot County, Maine"
88416,3740,64,2459,1217,7842,0,5696,2146,11004,327,7557,3120,11364,41,9661,1662,14470,60,12917,1493,39996,106,38165,1725,23031,"York County, Maine"
27190,2328,0,1436,892,3533,0,2025,1508,5750,50,3861,1839,3875,32,3107,736,4661,0,4108,553,7043,0,6870,173,24001,"Allegany County, Maryland"
212687,7313,0,5387,1926,8774,0,5829,2945,12007,41,9405,2561,17533,0,15169,2364,34024,44,30798,3182,133036,0,129638,3398,24003,"Anne Arundel County, Maryland"
313259,14672,0,10083,4589,19402,62,13003,6337,31088,187,23184,7717,34434,0,28986,5448,54887,172,48924,5791,158776,83,152418,6275,24005,"Baltimore County, Maryland"
32145,765,0,482,283,1058,0,257,801,1578,0,1122,456,2435,0,2178,257,3940,0,3440,500,22369,0,21387,982,24009,"Calvert County, Maryland"
60371,2838,0,1926,912,2749,0,1881,868,4656,88,3277,1291,4616,46,3493,1077,8004,54,6665,1285,37508,0,36067,1441,24013,"Carroll County, Maryland"
36620,1975,0,919,1056,1772,0,1045,727,3615,0,2350,1265,4711,10,3867,834,6385,44,5577,764,18162,0,16798,1364,24015,"Cecil County, Maryland"
56947,2134,46,1130,958,2397,0,1852,545,4017,53,2978,986,4525,0,3273,1252,8969,0,7614,1355,34905,51,33006,1848,24017,"Charles County, Maryland"
95903,1963,0,1071,892,5014,0,3230,1784,6655,43,4810,1802,10656,0,8909,1747,12704,0,11793,911,58911,131,57255,1525,24021,"Frederick County, Maryland"
94802,3833,0,2244,1589,4272,0,2857,1415,9090,142,6409,2539,9326,0,7732,1594,13608,113,12275,1220,54673,146,53256,1271,24025,"Harford County, Maryland"
116903,2878,0,2605,273,3914,0,2481,1433,6942,88,5486,1368,7311,111,6167,1033,14005,0,12933,1072,81853,114,80897,842,24027,"Howard County, Maryland"
368334,13230,89,8392,4749,14479,67,10135,4277,24543,96,20289,4158,25948,39,23967,1942,45768,72,42560,3136,244366,352,236900,7114,24031,"Montgomery County, Maryland"
315759,12538,110,9000,3428,13718,59,9829,3830,26923,33,21409,5481,31226,0,24804,6422,57432,0,50370,7062,173922,40,165156,8726,24033,"Prince George''s County, Maryland"
41239,1420,0,593,827,2744,0,2432,312,3106,0,2214,892,3815,0,2573,1242,5581,78,4668,835,24573,29,23402,1142,24037,"St. Mary''s County, Maryland"
56306,2881,0,1479,1402,5098,0,2745,2353,7220,0,5624,1596,7591,30,6314,1247,11246,0,9621,1625,22270,79,20921,1270,24043,"Washington County, Maryland"
38084,2930,0,2134,796,2989,0,1966,1023,6860,59,4978,1823,4320,0,3094,1226,7431,0,6233,1198,13554,0,12659,895,24045,"Wicomico County, Maryland"
237204,26831,28,15797,11006,28797,152,16695,11950,29447,106,21243,8098,31113,0,22663,8450,39007,141,32010,6856,82009,142,76712,5155,24510,"Baltimore city, Maryland"
86671,3347,0,2683,664,6069,51,4278,1740,11217,51,8569,2597,9814,0,8409,1405,16099,0,15310,789,40125,0,38667,1458,25001,"Barnstable County, Massachusetts"
55212,3558,11,2855,692,6535,0,4477,2058,6873,63,5051,1759,7221,92,5970,1159,8961,0,8525,436,22064,25,20655,1384,25003,"Berkshire County, Massachusetts"
215132,11476,78,6556,4842,18760,0,10873,7887,29216,111,18533,10572,22159,34,17917,4208,37829,35,34404,3390,95692,122,90484,5086,25005,"Bristol County, Massachusetts"
295481,15960,0,9572,6388,24995,47,16496,8452,31865,83,25317,6465,28116,74,22835,5207,44369,38,39552,4779,150176,266,145392,4518,25009,"Essex County, Massachusetts"
30391,1221,0,938,283,2841,23,1639,1179,4176,14,2504,1658,4435,0,3387,1048,5779,18,5258,503,11939,78,11190,671,25011,"Franklin County, Massachusetts"
178678,15724,91,7870,7763,19628,35,11969,7624,28983,237,19722,9024,20791,170,17064,3557,28397,125,25526,2746,65155,288,61183,3684,25013,"Hampden County, Massachusetts"
58902,2859,0,1632,1227,5004,76,3518,1410,6733,34,5536,1163,5607,0,5071,536,8581,37,7462,1082,30118,121,28261,1736,25015,"Hampshire County, Massachusetts"
612224,25538,142,17356,8040,36007,125,23479,12403,48743,0,36847,11896,46792,308,40329,6155,76544,71,70562,5911,378600,269,369165,9166,25017,"Middlesex County, Massachusetts"
267880,9373,82,7444,1847,16111,0,10799,5312,20595,76,16034,4485,20920,102,17573,3245,35806,52,32714,3040,165075,214,160263,4598,25021,"Norfolk County, Massachusetts"
189304,7555,38,5010,2507,14121,62,7578,6481,16123,46,12350,3727,16012,0,13900,2112,27353,20,25108,2225,108140,35,103502,4603,25023,"Plymouth County, Massachusetts"
315049,28710,59,19841,8810,33880,0,21958,11922,30612,109,23810,6693,28478,75,24539,3864,42214,167,36677,5370,151155,118,146174,4863,25025,"Suffolk County, Massachusetts"
