index,id,county,state,total_pop,households,avg_household_income_dollars,rural_urban,one_or_more,desktop_laptop,only_desktop_laptop,smartphone,only_smartphone,tablet_portable,only_tablet_portable,other,only_other,no_computer,less10k,10k,20k,35k,50k,greater75k,dialup,broadband,internet,no_internet,perc_dialup,perc_broadband,perc_internet,perc_no_internet,high_state_income,low_state_income,state_ratio_income,national_ratio_income
220,18003,Allen County,Indiana,375351,147638,74785,,135591,112854,6674,124098,14371,93921,1426,2875,89,12047,8042,13378,23030,23115,28663,51410,270,126379,126649,20989,0.0018287974640675165,0.8560059063384765,0.857834703802544,0.14216529619745594,132032,54737,0.5664157174018419,0.4247289538099809
221,18005,Bartholomew County,Indiana,82753,31891,74914,,27993,23669,699,25602,2411,20820,432,840,0,3898,1419,2291,4853,3893,6961,12474,56,26663,26719,5172,0.001755981311341758,0.8360666018625945,0.8378225831739362,0.1621774168260638,132032,54737,0.5673927532719341,0.4254615878280525
222,18011,Boone County,Indiana,66999,24808,113352,,23528,22173,911,22339,324,18302,0,377,0,1280,,,,,,,,,,,,,,,132032,54737,0.8585191468734852,0.6437638078795073
223,18019,Clark County,Indiana,117360,45905,73706,,42569,35077,2049,38462,4354,29565,576,749,0,3336,2009,3559,7049,7481,9100,16707,36,35414,35450,10455,0.0014511447920025798,1.4275233795549822,1.428974524346985,0.42143663334408255,132032,54737,0.5582434561318468,0.4186009529921568
224,18035,Delaware County,Indiana,114772,45311,55830,,40470,34638,2103,36614,3431,26879,517,762,0,4841,4444,5779,9483,5984,7961,11660,119,35951,36070,9241,0.002592310205859928,0.783160875721599,0.7857531859274589,0.20130704716261846,132032,54737,0.4228520358700921,0.3170771878212373
225,18039,Elkhart County,Indiana,205560,73660,71886,,66826,53499,2969,61103,9019,43571,932,1804,0,6834,4147,4815,10539,10755,16810,26594,164,62420,62584,11076,0.0036194301604466905,1.3775904305797708,1.3812098607402177,0.24444395400675334,132032,54737,0.5444589190499273,0.40826456607052597
226,18043,Floyd County,Indiana,77781,30300,85837,,28457,23851,1382,26356,2752,19297,148,757,0,1843,811,2961,2984,4171,6052,13321,65,24815,24880,5420,0.0008824327993483573,0.33688569101276133,0.3377681238121097,0.07358131957643226,132032,54737,0.650122697527872,0.48749694735825805
227,18053,Grant County,Indiana,65936,26923,54737,,23694,18466,1746,20205,3330,14388,258,887,43,3229,1799,3428,4813,4890,5390,6603,59,20478,20537,6386,0.0019471947194719473,0.6758415841584159,0.6777887788778878,0.21075907590759077,132032,54737,0.4145737396994668,0.31086967633478535
228,18057,Hamilton County,Indiana,330086,122876,132032,,119943,112872,1648,115914,4092,100000,328,3947,0,2933,2489,4592,9282,10062,18678,77773,109,115784,115893,6983,0.004048582995951417,4.30056085874531,4.304609441741262,0.25936931248374995,132032,54737,1,0.7498537571630594
229,18059,Hancock County,Indiana,76351,29605,82281,,27986,23774,1251,25468,2775,20152,219,407,0,1619,847,1835,3914,2719,6544,13746,114,24577,24691,4914,0.0009277645756697809,0.2000146489143527,0.20094241349002245,0.03999153618281845,132032,54737,0.6231898327678138,0.46730123752676384
230,18063,Hendricks County,Indiana,167009,60368,98463,,58917,53151,1828,54813,2986,46876,593,1287,0,1451,1226,2329,4731,7167,11721,33194,95,54878,54973,5395,0.003208917412599223,1.8536733659854754,1.8568822833980747,0.1822327309576085,132032,54737,0.7457510300533204,0.5592042117937039
231,18067,Howard County,Indiana,82366,35139,69523,,32794,27267,1995,29459,3546,20091,310,656,37,2345,2090,3549,5084,4642,7191,12583,0,27907,27907,7232,0,0.4622813411078717,0.4622813411078717,0.11979856877816061,132032,54737,0.5265617426078526,0.3948443010728261
232,18081,Johnson County,Indiana,156225,57504,83327,,54724,47899,2078,51062,4173,41627,382,1487,0,2780,2301,2410,8147,6558,12218,25870,155,52253,52408,5096,0.004411053245681437,1.487037195139304,1.4914482483849854,0.14502404735479096,132032,54737,0.6311121546291808,0.4732418203399649
233,18085,Kosciusko County,Indiana,79344,30798,72722,,28537,23308,1715,25641,2562,20164,304,505,0,2261,1272,2217,4304,5107,7121,10777,149,25179,25328,5470,0.0025911240957150806,0.4378651919866444,0.44045631608235947,0.09512381747356706,132032,54737,0.5507907174018419,0.4130124888543081
234,18089,Lake County,Indiana,484411,186769,71527,,165964,131048,9123,151954,21627,108776,2072,4078,0,20805,12598,17624,29942,24826,32674,69105,334,155749,156083,30686,0.010844860055847783,5.057114098318072,5.067958958373921,0.9963634002207935,132032,54737,0.5417398812409113,0.4062256853535669
235,18091,LaPorte County,Indiana,110007,43122,68665,,39774,31576,2683,35297,5301,24166,170,821,0,3348,2225,5417,6778,6294,8447,13961,110,35265,35375,7747,0.0005889628364450203,0.18881613115666948,0.18940509399311448,0.041479046308541566,132032,54737,0.5200633179835191,0.3899714329526287
236,18095,Madison County,Indiana,129641,50426,60839,,44764,34817,2256,40954,6032,28293,529,728,0,5662,4311,4961,9057,7060,10832,14205,118,40958,41076,9350,0.0027364222438662398,0.9498167988497751,0.9525532210936413,0.2168266777978758,132032,54737,0.46078980853126517,0.3455249691896159
237,18097,Marion County,Indiana,954670,373634,67400,,332773,269755,15174,308405,41981,199925,2837,5705,175,40861,30156,41629,61710,59619,69010,111510,455,302991,303446,70188,0.009023122992107247,6.0086265022012455,6.017649625193353,1.391901003450601,132032,54737,0.5104823073194377,0.3827870761087479
238,18105,Monroe County,Indiana,146917,57102,63352,,53973,48841,1800,50386,2633,37402,637,859,0,3129,5761,6531,9616,7794,9414,17986,0,50408,50408,6694,0,0.13491277560393325,0.13491277560393325,0.017915928421931623,132032,54737,0.4798230731943771,0.3597971342083293
239,18109,Morgan County,Indiana,70116,25968,79105,,23482,19334,1275,21024,1495,16887,313,262,0,2486,1643,1623,2808,3095,4906,11893,121,22337,22458,3510,0.002119015095793492,0.39117719169205983,0.3932962067878533,0.061468950299464115,132032,54737,0.599135058167717,0.4492636744151706
240,18127,Porter County,Indiana,169594,66144,82931,,60782,52843,2895,56175,4858,39972,315,959,0,5362,3607,4754,8189,8822,11278,29494,143,57162,57305,8839,0.005506777572396796,2.2012476894639557,2.2067544670363524,0.3403804682686383,132032,54737,0.6281128817256423,0.4709928042844892
241,18141,St. Joseph County,Indiana,270771,107730,72422,,97565,80442,5280,88498,11620,63328,1403,2118,36,10165,7743,10046,17852,15044,19110,37935,475,87194,87669,20061,0.007181301402999516,1.3182450411223996,1.3254263425253991,0.30329281567489114,132032,54737,0.5485185409597674,0.411308688812281
242,18157,Tippecanoe County,Indiana,193048,70446,68166,,67482,55108,2581,63728,7445,44926,191,1165,0,2964,7074,5926,12620,9496,12793,22537,56,61132,61188,9258,0.0005198180636777127,0.5674556762276061,0.5679754942912838,0.08593706488443331,132032,54737,0.5162839311682016,0.38713744554939034
243,18163,Vanderburgh County,Indiana,180974,75058,69712,,67730,53018,3035,61424,9397,43982,970,1425,0,7328,6447,7592,13046,10089,13310,24574,137,62603,62740,12318,0.0019447520086307243,0.888666496323425,0.8906112483320557,0.1748573375351333,132032,54737,0.5279932137663597,0.39591769509930314
244,18167,Vigo County,Indiana,107386,43262,64806,,41034,32699,2792,36424,4384,27328,620,754,43,2228,3667,4620,7158,6828,8282,12707,30,38138,38168,5094,0.0003996909056995923,0.5081137253857018,0.5085134162914013,0.06786751578779078,132032,54737,0.4908355550169656,0.36805488507868717
245,18177,Wayne County,Indiana,65936,28338,57827,,25039,19429,1989,22105,3341,15535,247,505,24,3299,1720,3501,5409,5061,5960,6687,107,21800,21907,6431,0.002473302205168508,0.5039064305857335,0.506379732790902,0.14865239702279137,132032,54737,0.4379771570528357,0.32841881676766416
246,19013,Black Hawk County,Iowa,132408,53386,69819,,48181,40238,2242,44320,5115,32880,375,1046,0,5205,3327,6155,9618,6043,10766,17477,173,45192,45365,8021,0.00610487684381396,1.5947491001482108,1.600853976992025,0.2830474980591432,105070,69065,0.6644998572380318,0.3965253837809595
247,19049,Dallas County,Iowa,90180,35492,105070,,34166,30357,821,32489,2564,25201,220,516,0,1326,923,1524,3774,3199,5809,20263,0,32218,32218,3274,0,0.6034915520923089,0.6034915520923089,0.06132693964709849,105070,69065,1,0.5967275680526134
248,19061,Dubuque County,Iowa,96854,38501,75860,,34154,26962,1901,30210,4962,22464,423,749,0,4347,2601,3405,5214,4896,7642,14743,160,32317,32477,6024,0.004508058153950186,0.910543221007551,0.9150512791615012,0.1697283894962245,105070,69065,0.7219948605691444,0.4308342372939112
249,19103,Johnson County,Iowa,151260,60868,90332,,58899,53504,1280,54790,3224,43749,878,1395,0,1969,5694,5441,7502,6748,9216,26267,43,54978,55021,5847,0.0011168541076855146,1.4279629100542843,1.42907976416197,0.15186618529388848,105070,69065,0.8597316074997621,0.5130255513212969
250,19113,Linn County,Iowa,225909,91747,83719,,84734,74052,2941,78181,5335,60405,1082,2657,0,7013,4422,7032,11006,11761,18817,38709,341,80275,80616,11131,0.0056022869159492675,1.3188374843924557,1.324439771308405,0.18287113097193927,105070,69065,0.7967926144475111,0.47546811906154696
251,19153,Polk County,Iowa,487204,189546,88187,,177807,150489,6632,164270,14350,126727,2497,2969,0,11739,7995,12093,23773,24010,35858,85817,428,165376,165804,23742,0.0046650026703870424,1.8025221533129148,1.807187155983302,0.2587768537390868,105070,69065,0.8393166460454935,0.5008433810208034
252,19155,Pottawattamie County,Iowa,93533,36635,71387,,32694,27407,2459,28550,3365,21709,294,974,0,3941,2143,3522,6397,4834,6840,12899,12,29275,29287,7348,6.330917033332278e-05,0.15444799679233537,0.15451130596266868,0.03876631530077132,105070,69065,0.6794232416484248,0.4054305786672876
253,19163,Scott County,Iowa,173283,66905,82135,,60918,51279,2207,56984,6169,41014,749,890,0,5987,3727,5105,10124,9348,11748,26853,88,57464,57552,9353,0.0024020745189026887,1.5685546608434557,1.5709567353623584,0.25530230653746416,105070,69065,0.781716950604359,0.46647205483964405
254,19169,Story County,Iowa,98105,37290,69065,,35715,31810,1438,33699,2677,23748,176,662,0,1575,4656,2989,4206,5141,7473,12825,143,29020,29163,8127,0.0021373589417831252,0.43374934608773635,0.4358867050295195,0.12147074209700322,105070,69065,0.6573236889692586,0.39224316634199813
255,19193,Woodbury County,Iowa,102539,39253,77604,,35283,27993,1944,31624,4012,24621,274,838,0,3970,1768,2852,7457,3927,6974,16275,169,32711,32880,6373,0.004532046124966479,0.877205685170287,0.8817377312952535,0.1709037275408957,105070,69065,0.7385933187398876,0.4407389948715619
256,20015,Butler County,Kansas,66765,24692,75446,,22459,20112,1179,20390,1339,17086,190,769,20,2233,769,2099,2871,3234,5369,10350,46,21267,21313,3379,0.0011718849514686775,0.541792983975747,0.5429648689272157,0.08608259241331873,117813,58859,0.640387733102459,0.4284829932359138
257,20045,Douglas County,Kansas,121436,48907,74530,,46947,41475,1786,43734,2431,34104,368,1331,0,1960,4159,4340,7035,6196,9210,17967,210,43402,43612,5295,0.008504778875749231,1.757735298882229,1.7662400777579783,0.21444192450996274,117813,58859,0.6326126997869506,0.42328072377425785
258,20091,Johnson County,Kansas,597555,231184,117813,,222865,205545,7325,210692,8413,173596,1186,6778,0,8319,7178,11228,20769,22237,37545,132227,530,215284,215814,15370,0.01083689451407774,4.401905657676815,4.412742552190893,0.31426994090825444,117813,58859,1,0.6690993145044497
259,20103,Leavenworth County,Kansas,81352,26654,87405,,24444,20173,1045,22651,2228,17509,53,614,0,2210,1164,2387,3760,3256,3465,12622,0,22785,22785,3869,0,0.09855785867534085,0.09855785867534085,0.016735587237871132,117813,58859,0.7418960556135571,0.4964021422445862
260,20161,Riley County,Kansas,73703,26617,65744,,25963,23439,992,24287,871,18446,406,1103,0,654,2366,3051,5057,3943,3957,8243,0,23701,23701,2916,0,0.889209874690478,0.889209874690478,0.10940196593381857,117813,58859,0.5580368889681104,0.37338209987675847
261,20173,Sedgwick County,Kansas,513607,198024,74899,,184013,149608,7337,170906,22634,119378,1646,4748,39,14011,12065,19926,30033,27052,37676,71272,545,169067,169612,28412,0.020475635871811247,6.351842807228463,6.372318443100275,1.0674381034677085,117813,58859,0.6357447819850102,0.42537639782595116
262,20177,Shawnee County,Kansas,177499,72788,75252,,64970,52897,3101,58883,7355,39138,988,1346,0,7818,5410,7066,10235,12266,12103,25708,284,52127,52411,20377,0.0014341695956045732,0.2632357694016887,0.26466993899729324,0.10290166848462813,117813,58859,0.6387410557408775,0.4273812025420697
263,20209,Wyandotte County,Kansas,165324,60708,58859,,55301,38679,2797,50541,10988,32014,874,770,0,5407,5624,5362,11481,9498,12383,16360,135,49409,49544,11164,0.001854701324394131,0.6788069461999231,0.6806616475243172,0.1533769302632302,117813,58859,0.49959681868724165,0.33427988891223726
264,21015,Boone County,Kentucky,131533,47684,94148,,46036,40431,1880,42885,3043,35462,381,1659,0,1648,771,1672,6149,4894,9673,24525,208,43359,43567,4117,0.0034262370692495223,0.7142221782961059,0.7176484153653555,0.06781643276009752,127427,63537,0.7388387076522244,0.5346978878558812
265,21029,Bullitt County,Kentucky,81069,29789,70387,,27680,23035,1700,24786,1900,19176,259,311,0,2109,1908,2131,4246,4038,5911,11555,98,25531,25629,4160,0.002055196711685261,0.5354206861840449,0.5374758828957302,0.08724100327153762,127427,63537,0.5523711615277767,0.39975124519386407
266,21037,Campbell County,Kentucky,93152,36992,77962,,33549,29083,1399,30738,2479,23845,258,3304,0,3443,4246,2747,4020,4155,6541,15283,1040,29581,30621,6371,0.034912215918627684,0.9930175568162745,1.0279297727349022,0.21387089193997785,127427,63537,0.6118169618683639,0.4427721962550475
267,21047,Christian County,Kentucky,71671,26114,63537,,23151,17570,709,21449,3619,14084,301,484,0,2963,1958,3452,6341,4172,4460,5731,121,21095,21216,4898,0.003270977508650519,0.5702584342560554,0.5735294117647058,0.13240700692041524,127427,63537,0.4986148932329883,0.36084781090091267
268,21059,Daviess County,Kentucky,101104,39590,66797,,35482,27577,1628,32248,4985,23804,504,1011,0,4108,2630,3918,6920,5797,7989,12336,72,34305,34377,5213,0.002757141763038983,1.3136631691812821,1.316420310944321,0.19962472237114193,127427,63537,0.5241981683630628,0.3793624380242735
269,21067,Fayette County,Kentucky,323780,131067,82464,,125508,105794,4184,117221,10398,87779,1384,5759,48,5559,7796,9762,21076,21284,22004,49145,177,118664,118841,12226,0.004470825966153069,2.997322556201061,3.001793382167214,0.30881535741348826,127427,63537,0.6471469939651722,0.4683405555524004
270,21093,Hardin County,Kentucky,110356,41625,72497,,37683,29190,1986,34233,4223,25642,800,1236,0,3942,2668,3507,8512,5553,7622,13763,81,31612,31693,9932,0.0006180045320332349,0.24118962057573606,0.24180762510776932,0.07577803718708752,127427,63537,0.5689296616886531,0.41173463882278777
271,21111,Jefferson County,Kentucky,770517,311263,79454,,281390,231253,12267,259965,31894,185048,3520,6107,0,29873,21494,30806,45606,41625,56992,114740,573,269089,269662,41601,0.013765765765765766,6.4646006006006,6.478366366366366,0.9994234234234234,127427,63537,0.6235256264370973,0.45124576179739545
272,21117,Kenton County,Kentucky,166051,64611,84280,,60015,51792,2350,55230,4354,44137,591,2173,0,4596,2909,4428,8494,7769,14065,26946,180,57767,57947,6664,0.0005782890995717448,0.18558903563867213,0.18616732473824388,0.02140954755303393,127427,63537,0.6613982907860971,0.47865422514013756
273,21145,McCracken County,Kentucky,65346,27650,76906,,25320,20543,1091,23327,3137,16155,354,408,0,2330,1288,4303,4979,3924,5206,7950,0,23647,23647,4003,0,0.36599031124731085,0.36599031124731085,0.06195539459225209,127427,63537,0.6035298641575176,0.4367748201071122
274,21151,Madison County,Kentucky,92368,33396,71595,,30450,26530,1423,27529,1983,22248,398,1004,0,2946,2557,3326,5533,4468,5562,11950,339,28868,29207,4189,0.012260397830018083,1.0440506329113923,1.0563110307414105,0.151500904159132,127427,63537,0.5618510990606387,0.40661188002975973
275,21185,Oldham County,Kentucky,66470,21237,127427,,20492,18294,461,19427,1439,16221,88,797,46,745,434,1123,1498,2166,2494,13522,96,19846,19942,1295,0.002874595759971254,0.5942627859623907,0.597137381722362,0.03877709905377889,127427,63537,1,0.7237004265179439
276,21227,Warren County,Kentucky,131264,48843,71824,,45523,38203,2215,41673,4197,32131,342,1451,0,3320,2995,5529,7467,6312,8918,17622,155,42369,42524,6319,0.007298582662334604,1.9950557988416442,2.002354381503979,0.29754673447285396,127427,63537,0.5636482064240702,0.4079124473951737
277,22005,Ascension Parish,Louisiana,124672,45102,95520,,41978,33616,1169,39933,3406,32608,184,2439,0,3124,3694,2771,4740,4048,6182,23667,140,40028,40168,4934,0.002866326802202977,0.8195237802755768,0.8223901070777798,0.10101754601478205,95520,52090,1,0.5424899333814184
278,22015,Bossier Parish,Louisiana,127185,50099,71722,,45158,36303,1495,42856,6984,20669,215,1017,0,4941,2506,5791,8072,6133,9366,18231,66,30197,30263,19836,0.0014633497405880005,0.6695268502505433,0.6709901999911312,0.4398031129439936,95520,52090,0.7508584589614741,0.4073331553808845
279,22017,Caddo Parish,Louisiana,242922,94778,59406,,82577,58598,4163,75760,17936,40192,1046,1586,0,12201,8172,13561,20908,12385,15814,23938,239,63219,63458,31320,0.004770554302481088,1.2618814746801332,1.2666520289826144,0.625162178885806,95520,52090,0.6219221105527638,0.3373864843221999
280,22019,Calcasieu Parish,Louisiana,203112,78351,69971,,68280,53035,2382,63333,10191,41543,1348,635,0,10071,4756,7957,15854,11305,12415,26064,61,60574,60635,17716,0.0006436092764143577,0.6391145624512018,0.6397581717276161,0.1869210154255207,95520,52090,0.7325272194304857,0.39738864246891986
281,22033,East Baton Rouge Parish,Louisiana,440956,163274,82021,,149950,120500,4349,142629,20834,95253,1153,4167,62,13324,14167,15406,26438,21027,24797,61439,250,141761,142011,21263,0.0031907697412923894,1.8093068371814016,1.8124976069226941,0.2713813480364003,95520,52090,0.858678810720268,0.4658246108236737
282,22045,Iberia Parish,Louisiana,70941,25386,56867,,21667,15983,851,20003,3619,12915,278,320,0,3719,2093,3750,4759,3553,4390,6841,0,20644,20644,4742,0,0.12643776718889718,0.12643776718889718,0.02904320344941632,95520,52090,0.5953412897822445,0.32296665663317753
283,22051,Jefferson Parish,Louisiana,434051,167596,71194,,148758,117802,7118,137521,20142,92729,1432,6214,46,18838,12345,17097,27036,26032,26811,58275,262,135675,135937,31659,0.010320649176711574,5.344481210115812,5.3548018592925235,1.2471047033798157,95520,52090,0.7453308207705193,0.40433446730691686
284,22055,Lafayette Parish,Louisiana,242782,94002,74543,,87650,69708,2224,83046,11943,57147,680,1333,0,6352,7215,8439,15732,10260,17654,34702,79,82192,82271,11731,0.00047137163178118807,0.49041743239695457,0.49088880402873575,0.06999570395474833,95520,52090,0.7803915410385259,0.42335455510941233
285,22057,Lafourche Parish,Louisiana,98115,35838,71143,,31235,23496,1037,29190,4464,21917,154,206,0,4603,3059,4462,5617,4698,4941,13061,0,28527,28527,7311,0,0.30347226654752024,0.30347226654752024,0.077774940958703,95520,52090,0.7447969011725293,0.40404482129977226
286,22063,Livingston Parish,Louisiana,139567,49084,88406,,46591,37383,1277,43901,3966,32537,292,642,0,2493,2483,3942,5774,5944,9922,21019,63,42946,43009,6075,0.0017579105976896032,1.1983369607679,1.2000948713655897,0.16951280763435458,95520,52090,0.9255234505862646,0.5020871550514832
287,22071,Orleans Parish,Louisiana,391006,155104,65720,,136292,102675,4976,125574,24618,77784,1700,6239,0,18812,23009,24077,24944,17554,22577,42943,100,120913,121013,34091,0.0020373237714937657,2.463389291826257,2.465426615597751,0.6945440469399397,95520,52090,0.6880234505862647,0.3732457958733963
288,22073,Ouachita Parish,Louisiana,154475,55599,66696,,46102,35740,1659,42260,7206,28282,855,1553,43,9497,7156,6288,10011,6748,8986,16410,398,42043,42441,13158,0.0025660202186919743,0.27106328656901174,0.27362930678770375,0.08483340210439447,95520,52090,0.6982412060301507,0.3787888253434577
289,22079,Rapides Parish,Louisiana,130562,48915,66131,,43808,33354,2066,39172,6037,30474,557,919,0,5107,5081,5156,8338,6394,7012,16934,184,41029,41213,7702,0.0033094120397848883,0.7379449270670336,0.7412543391068185,0.1385276713609957,95520,52090,0.6923262144053601,0.3755800019309734
290,22097,St. Landry Parish,Louisiana,82764,29965,52090,,22198,15049,1747,19946,5436,10051,401,424,0,7767,6143,4550,4879,3839,4039,6515,161,17245,17406,12559,0.0032914238985996117,0.35255034243074723,0.35584176632934683,0.2567515077174691,95520,52090,0.5453308207705193,0.29583648063063317
291,22103,St. Tammany Parish,Louisiana,258111,93589,90948,,87266,74903,3198,80923,7105,63648,1147,5869,57,6323,4817,8149,12865,11255,14798,41705,193,81046,81239,12350,0.006440847655598198,2.704688803604205,2.711129651259803,0.4121475054229935,95520,52090,0.9521356783919598,0.5165240207409258
292,22105,Tangipahoa Parish,Louisiana,133777,47401,60849,,41561,31033,2099,38276,6632,26470,541,756,75,5840,4624,4659,8265,7253,7919,14681,68,38706,38774,8627,0.000726581115302012,0.4135742448364658,0.4143008259517678,0.09217963649574203,95520,52090,0.6370288944723618,0.34558176252435013
293,22109,Terrebonne Parish,Louisiana,111021,37911,71651,,33356,25686,1357,30165,3809,23925,419,519,0,4555,2474,4202,6502,5128,6719,12886,79,31673,31752,6159,0.0016666315056644374,0.6681926541634142,0.6698592856690787,0.12993396763781354,95520,52090,0.7501151591289782,0.4069299227042714
294,23001,Androscoggin County,Maine,107679,44897,65278,,40858,34131,3860,34244,3779,26413,579,2763,0,4039,2911,5972,6148,7498,7721,14647,153,37669,37822,7075,0.004035767982907335,0.9936166284191923,0.9976523964020997,0.1866212972488196,94360,53200,0.6917973717676982,0.37073553047814306
295,23003,Aroostook County,Maine,67111,29931,53200,,24859,19798,3181,18384,2098,15515,1233,302,0,5072,3087,4724,5336,4923,5237,6624,556,20608,21164,8767,0.01238390092879257,0.45900616967726127,0.47139007060605387,0.19526917165957636,94360,53200,0.5637982195845698,0.30214054078613334
296,23005,Cumberland County,Maine,293557,123485,94360,,114803,106313,6688,102760,3277,83703,1377,2875,0,8682,5625,9058,12956,13537,22312,59997,298,110530,110828,12657,0.009956232668470816,3.6928268350539573,3.7027830677224283,0.422872606996091,94360,53200,1,0.535901906552247
297,23011,Kennebec County,Maine,122083,54299,68071,,48313,41227,3711,42162,3527,31056,424,912,0,5986,3010,6044,9147,8259,9963,17876,312,44572,44884,9415,0.0025266226667206544,0.36095072275984935,0.36347734542657,0.07624407822812487,94360,53200,0.7213967782958881,0.3865979088694151
298,23019,Penobscot County,Maine,151096,61765,64741,,55648,47231,5232,46186,4246,37431,1344,959,0,6117,4974,8572,9806,8797,10167,19449,506,51696,52202,9563,0.0093187719847511,0.9520617322602626,0.9613805042450138,0.17611742389362603,94360,53200,0.6861064010173803,0.36768572840291464
299,23031,York County,Maine,206229,88416,81672,,81271,72017,6054,70170,4496,59126,1497,2286,0,7145,3740,7842,11004,11364,14470,39996,598,76455,77053,11363,0.009681858657815914,1.23783696268113,1.247518821338946,0.18397150489759573,94360,53200,0.865536244171259,0.4638425234414489
300,24001,Allegany County,Maryland,70975,27190,58023,,22813,18197,1415,20146,2890,15253,321,462,0,4377,2328,3533,5750,3875,4661,7043,82,21407,21489,5701,0.000927433948606587,0.24211681143684402,0.2430442453854506,0.06447927976836772,147917,58023,0.39226728503147035,0.32953196612845514
301,24003,Anne Arundel County,Maryland,576031,212687,122898,,201634,185186,7160,188432,8547,156119,1087,5174,0,11053,7313,8774,12007,17533,34024,133036,85,196226,196311,16376,0.003126149319602795,7.2168444280985655,7.219970577418168,0.6022802500919455,147917,58023,0.8308578459541499,0.6979787252168086
302,24005,Baltimore County,Maryland,828431,313259,100183,,290567,258476,13897,266682,17757,211650,2749,9403,0,22692,14672,19402,31088,34434,54887,158776,504,276598,277102,36157,0.0023696793880208945,1.300493213031356,1.3028628924193768,0.17000098736641167,147917,58023,0.6772919948349412,0.5689726653679924
303,24009,Calvert County,Maryland,92003,32145,129594,,30005,28162,1041,28510,1132,24060,48,792,0,2140,765,1058,1578,2435,3940,22369,0,28866,28866,3279,0,0.09214739241330656,0.09214739241330656,0.010467376835142804,147917,58023,0.8761264763347012,0.7360075421548528
304,24013,Carroll County,Maryland,168429,60371,114065,,54985,49931,1693,51721,2655,41968,381,1310,42,5386,2838,2749,4656,4616,8004,37508,188,53309,53497,6874,0.005848498988956292,1.658391662778037,1.6642401617669933,0.21384352154300823,147917,58023,0.7711419241872131,0.6478131726460583
305,24015,Cecil County,Maryland,102826,36620,87103,,32638,28594,2214,29273,2494,22623,107,385,0,3982,1975,1772,3615,4711,6385,18162,54,30556,30610,6010,0.0008944691987874973,0.5061370525583475,0.5070315217571351,0.09955110897616405,147917,58023,0.5888640250951547,0.49468698353561225
306,24017,Charles County,Maryland,161503,56947,106524,,52393,48005,1846,49316,2131,41882,289,4339,0,4554,2134,2397,4017,4525,8969,34905,150,49853,50003,6944,0.004096122337520481,1.3613599126160567,1.3654560349535774,0.18962315674494812,147917,58023,0.720160630623931,0.6049853189229712
307,24021,Frederick County,Maryland,255648,95903,116355,,90147,81926,2955,84128,4702,69713,705,2837,203,5756,1963,5014,6655,10656,12704,58911,174,87068,87242,8661,0.0030554726324477145,1.528930408976768,1.5319858816092156,0.1520887843082164,147917,58023,0.786623579439821,0.6608188463001982
308,24025,Harford County,Maryland,253956,94802,105492,,88394,82044,4069,80996,3550,67242,654,2995,85,6408,3833,4272,9090,9326,13608,54673,401,84773,85174,9628,0.004181308196823874,0.8839452363325443,0.8881265445293682,0.10039310553371636,147917,58023,0.7131837449380396,0.599124246778398
309,24027,Howard County,Maryland,323196,116903,144344,,113533,105749,2783,108054,3931,90823,618,3617,0,3370,2878,3914,6942,7311,14005,81853,313,110569,110882,6021,0.003301618109322588,1.1663150566443745,1.1696166747536971,0.06351131832661758,147917,58023,0.9758445614770446,0.8197777108878502
310,24031,Montgomery County,Maryland,1052567,368334,147917,,355634,333012,13815,334006,12906,272971,2249,13015,0,12700,13230,14479,24543,25948,45768,244366,715,342243,342958,25376,0.006116181791741872,2.927580985945613,2.933697167737355,0.21706885195418424,147917,58023,1,0.8400699693883926
311,24033,Prince George's County,Maryland,909308,315759,101623,,300957,254744,11947,279824,28557,213121,2625,7366,0,14802,12538,13718,26923,31226,57432,173922,242,280568,280810,34949,0.0006570123854979448,0.7617216982412701,0.7623787106267681,0.094883991160197,147917,58023,0.687027184164092,0.5771509055697224
312,24037,St. Mary's County,Maryland,112664,41239,106262,,37989,34400,2622,33653,1780,28154,626,1515,0,3250,1420,2744,3106,3815,5581,24573,107,35882,35989,5250,0.0003388660339056052,0.11363729933271895,0.11397616536662454,0.016626604467331097,147917,58023,0.7183893670098772,0.6034973335529342
313,24043,Washington County,Maryland,150926,56306,79183,,49775,41658,3338,44198,4717,33623,340,917,0,6531,2881,5098,7220,7591,11246,22270,109,46704,46813,9493,0.0026431290768447343,1.1325201872014354,1.1351633162782804,0.23019471859162444,147917,58023,0.5353204837848252,0.4497066624260977
314,24045,Wicomico County,Maryland,103195,38084,71123,,33619,27393,1463,30413,3364,22796,596,769,0,4465,2930,2989,6860,4320,7431,13554,59,31064,31123,6961,0.0010478457002806095,0.5516996412460484,0.552747486946329,0.123628032536497,147917,58023,0.4808304657341617,0.4039312346303038
315,24510,Baltimore city,Maryland,602495,237204,74942,,209555,160335,10164,192550,31587,126389,2652,5638,162,27649,26831,28797,29447,31113,39007,82009,569,185120,185689,51515,0.014940657493960719,4.860833946014075,4.8757746035080345,1.3526677869971642,147917,58023,0.506648999100847,0.42562060916530836
316,25001,Barnstable County,Massachusetts,213413,86671,94443,,82135,73541,6215,71349,2826,56930,1725,1553,0,4536,3347,6069,11217,9814,16099,40125,102,77916,78018,8653,0.0004300096119795619,0.32847675418627004,0.3289067637982496,0.0364791487495995,141688,74184,0.6665560950821523,0.5363732912305412
